search_id,user_id,search_query,search_date,clicked_result_position,location_country
000056,00988,netflix originals,2024-03-25,6,Canada
000057,02365,music documentaries,2024-05-12,,Canada
000058,01701,stand up comedy,2024-12-31,,Canada
000059,06416,netflix originals,2024-05-20,,Canada
000060,04881,travel documentaries,2025-07-05,,Canada
000061,08310,war movies,2024-01-07,,USA
000062,02988,movies like stranger things,2024-08-14,,USA
000063,07814,drama series,2024-02-20,8,USA
000064,02158,sci-fi,2024-08-29,,USA
000065,02179,korean drama,2025-02-20,6,USA
000066,07315,horror movies,2025-05-13,,USA
000067,02568,thriller series,2024-09-23,,Canada
000068,08071,superhero movies,2024-04-17,6,USA
000069,02158,movies based on true stories,2025-04-08,,Canada
000070,05460,sci-fi,2025-05-30,9,Canada
000071,02584,superhero movies,2025-08-29,9,Canada
000072,04841,sci-fi,2025-07-19,6,USA
000073,07270,cooking shows,2025-08-20,7,USA
000074,04019,new releases,2024-05-07,3,USA
000075,07551,action movies,2024-04-20,3,USA
000076,04992,horror movies,2024-06-10,,USA
000077,01377,korean drama,2024-04-11,5,USA
000078,02396,movies like stranger things,2024-12-07,6,USA
000079,06678,animated shows,2024-10-01,,USA
000080,00099,drama series,2025-04-26,,USA
000081,00775,halloween movies,2024-05-30,8,Canada
000082,09717,short episodes under 30 minutes,2025-12-28,1,USA
000083,05231,halloween movies,2024-04-09,,USA
000084,04470,action movies,2024-08-28,10,Canada
000085,03666,halloween movies,2025-09-25,,USA
000086,05952,comedy shows,2024-05-21,,USA
000087,07015,new releases,2025-04-06,,USA
000088,09069,christmas movies,2025-06-15,,Canada
000089,08345,stand up comedy,2024-10-13,,USA
000090,06935,family movies,2024-10-16,,Canada
000091,02106,animated shows,2024-09-13,4,Canada
000092,07720,drama series,2024-04-29,,Canada
000093,09994,documentaries,2024-01-19,10,USA
000094,01962,horror movies,2024-07-15,9,USA
000095,00039,thriller series,2024-12-30,,USA
000096,06616,sci-fi,2025-05-10,,USA
000097,07475,true crime,2024-09-30,9,USA
000098,07252,biographies,2024-10-07,6,Canada
000099,04202,family movies,2024-06-10,3,Canada
000100,07105,trending now,2024-09-10,,USA
000101,01032,trending now,2025-09-29,,USA
000102,07527,korean drama,2025-05-29,,USA
000103,00459,new releases,2024-12-16,,USA
000104,01088,family movies,2025-04-28,,USA
000105,07312,biographies,2024-01-25,5,USA
000106,09887,christmas movies,2024-01-24,1,Canada
000107,06771,biographies,2025-08-20,1,USA
000108,09510,classic movies,2024-11-19,,USA
000109,05752,true crime,2025-02-25,,USA
000110,01529,comedy shows,2024-10-22,2,Canada
000111,06556,series with only one season,2025-05-26,,USA
000112,04470,classic movies,2024-02-28,,USA
000113,01769,korean drama,2024-02-14,6,Canada
000114,09298,drama series,2024-11-12,4,USA
000115,00593,war movies,2024-05-22,1,USA
000116,09611,romantic comedies,2025-10-20,8,Canada
000117,00754,sci-fi,2025-08-01,,Canada
000118,03644,classic movies,2025-01-10,,USA
000119,07631,thriller series,2025-12-05,10,Canada
000120,06292,war movies,2025-02-22,3,USA
000121,01279,romantic comedies,2025-11-21,6,USA
000122,06171,drama series,2025-10-17,,Canada
000123,08206,action movies,2024-03-14,1,Canada
000124,09858,drama series,2024-09-15,3,USA
000125,06567,comedy shows,2024-02-09,,USA
000126,04151,classic movies,2024-09-25,,USA
000127,08667,series with only one season,2024-12-01,3,USA
000128,04001,cooking shows,2025-09-04,,Canada
000129,09843,animated shows,2025-01-11,,USA
000130,04379,war movies,2024-04-19,7,USA
000131,00432,thriller series,2025-10-12,,USA
000132,09872,documentaries,2025-09-26,4,USA
000133,08475,documentaries,2024-09-04,3,USA
000134,08396,horror movies,2024-06-01,,USA
000135,02611,sci-fi,2024-07-01,7,USA
000136,08984,halloween movies,2024-07-14,4,USA
000137,01102,animated shows,2025-09-17,8,Canada
000138,03457,shows with strong female leads,2024-11-27,,USA
000139,08824,stand up comedy,2024-11-17,9,USA
000140,04369,korean drama,2025-10-05,,USA
000141,03824,true crime,2024-08-09,3,USA
000142,06857,superhero movies,2025-01-11,2,Canada
000143,04485,travel documentaries,2025-06-13,7,Canada
000144,05058,new releases,2025-06-24,3,Canada
000145,07835,comedy shows,2024-10-06,,USA
000146,04897,sci-fi,2025-08-24,,Canada
000147,09454,travel documentaries,2025-02-27,,USA
000148,05310,thriller series,2025-10-27,1,USA
000149,02889,war movies,2024-11-10,8,Canada
000150,05166,war movies,2025-05-27,8,Canada
000151,06640,halloween movies,2025-03-05,6,USA
000152,06325,drama series,2024-12-31,,Canada
000153,09822,sci-fi,2024-04-23,,Canada
000154,06434,biographies,2025-11-09,,USA
000155,01036,trending now,2024-01-25,,Canada
000156,08270,movies based on true stories,2024-06-27,8,USA
000157,02481,new releases,2024-10-16,7,USA
000158,01172,music documentaries,2025-12-13,,USA
000159,02947,classic movies,2025-04-25,7,Canada
000160,02642,romantic comedies,2024-01-16,7,USA
000161,07021,romantic comedies,2024-08-17,10,USA
000162,01950,trending now,2024-02-08,3,USA
000163,09605,comedy shows,2024-12-12,10,USA
000164,01574,netflix originals,2025-03-15,3,USA
000165,07844,stand up comedy,2024-04-19,5,USA
000166,04716,best movies 2024,2024-02-01,1,Canada
000167,05757,cooking shows,2024-08-27,,USA
000168,02174,short episodes under 30 minutes,2025-10-24,,Canada
000169,00214,travel documentaries,2025-06-15,8,USA
000170,09533,new releases,2024-08-22,1,Canada
000171,05235,music documentaries,2024-07-01,,USA
000172,07205,new releases,2025-04-07,5,USA
000173,04666,drama series,2024-07-23,1,Canada
000174,08710,war movies,2025-07-14,7,USA
000175,07360,christmas movies,2025-09-02,5,USA
000176,04955,true crime,2024-10-10,1,USA
000177,02412,netflix originals,2024-11-20,4,Canada
000178,01626,animated shows,2025-02-08,,USA
000179,03530,travel documentaries,2024-07-24,8,USA
000180,08527,comedy shows,2025-06-07,,USA
000181,09620,animated shows,2024-03-05,,USA
000182,04129,classic movies,2024-01-08,,USA
000183,05150,christmas movies,2024-10-14,6,Canada
000184,03987,cooking shows,2024-01-23,,USA
000185,02218,cooking shows,2024-04-07,9,Canada
000186,01843,cooking shows,2024-01-18,8,Canada
000187,09793,cooking shows,2025-07-17,2,USA
000188,00134,sci-fi,2025-03-14,,Canada
000189,05982,drama series,2024-04-03,,USA
000190,06908,stand up comedy,2025-07-12,9,USA
000191,07608,biographies,2024-09-30,,USA
000192,07327,drama series,2025-05-29,5,Canada
000193,06321,documentaries,2025-07-18,,USA
000194,09916,war movies,2025-08-07,,USA
000195,05675,korean drama,2024-08-06,,USA
000196,06983,short episodes under 30 minutes,2025-10-13,10,USA
000197,08869,series with only one season,2024-01-17,6,USA
000198,09861,documentaries,2024-09-28,8,USA
000199,07743,romantic comedies,2024-08-07,,USA
000200,01674,drama series,2025-03-19,8,USA
000201,07810,halloween movies,2024-11-14,3,USA
000202,09822,war movies,2024-08-15,8,USA
000203,04068,korean drama,2024-12-28,,Canada
000204,05872,classic movies,2024-08-05,,Canada
000205,09204,horror movies,2024-02-06,10,Canada
000206,09780,comedy shows,2025-06-04,,USA
000207,06450,stand up comedy,2025-05-06,7,USA
000208,04973,superhero movies,2024-03-24,9,Canada
000209,06211,family movies,2024-02-16,6,USA
000210,09484,best movies 2024,2024-02-11,,USA
000211,09559,new releases,2024-03-02,2,Canada
000212,02567,christmas movies,2024-12-21,8,Canada
000213,02937,romantic comedies,2024-11-11,,USA
000214,01892,stand up comedy,2025-12-25,1,USA
000215,02407,award winning documentaries,2025-04-14,,USA
000216,06661,halloween movies,2025-12-07,2,USA
000217,00546,war movies,2024-09-20,,USA
000218,03667,animated shows,2024-04-21,,USA
000219,00234,korean drama,2025-06-05,,USA
000220,03809,classic movies,2025-02-23,8,Canada
000221,08034,true crime,2025-05-26,,Canada
000222,00891,romantic comedies,2024-07-30,5,USA
000223,05385,superhero movies,2025-01-18,1,Canada
000224,00130,cooking shows,2024-02-12,5,Canada
000225,02800,action movies,2025-12-14,1,USA
000226,08308,christmas movies,2025-11-04,1,USA
000227,04510,classic movies,2024-08-17,,USA
000228,01994,romantic comedies,2025-05-03,,USA
000229,04776,trending now,2025-09-14,,USA
000230,07657,true crime,2025-01-17,,USA
000231,04903,netflix originals,2024-11-02,,USA
000232,07788,travel documentaries,2024-09-19,5,USA
000233,06430,action movies,2025-08-03,1,USA
000234,09136,trending now,2024-03-27,10,USA
000235,08797,classic movies,2024-09-22,3,Canada
000236,03495,netflix originals,2025-10-29,,USA
000237,09134,horror movies,2025-06-09,,USA
000238,04054,halloween movies,2025-03-14,7,Canada
000239,07707,cooking shows,2024-01-25,,Canada
000240,07516,romantic comedies,2024-01-18,,Canada
000241,01481,sci-fi,2024-01-25,9,USA
000242,03664,music documentaries,2024-02-15,,USA
000243,00482,animated shows,2025-08-25,,Canada
000244,07023,best movies 2024,2024-09-11,,USA
000245,00301,documentaries,2024-03-11,9,Canada
000246,09661,drama series,2025-01-30,,USA
000247,01610,movies like stranger things,2025-11-03,,Canada
000248,03239,classic movies,2025-09-07,,USA
000249,08766,netflix originals,2025-07-25,,USA
000250,08226,thriller series,2025-04-28,3,USA
000251,05389,shows with strong female leads,2024-05-24,,USA
000252,04458,thriller series,2025-04-29,9,USA
000253,00053,classic movies,2025-12-24,2,USA
000254,01886,netflix originals,2025-04-05,,USA
000255,05782,korean drama,2024-08-29,6,USA
000256,06376,halloween movies,2025-04-19,,Canada
000257,01655,new releases,2025-12-24,,Canada
000258,08878,travel documentaries,2024-12-24,,USA
000259,04427,shows with strong female leads,2024-06-07,10,USA
000260,01834,thriller series,2025-08-17,,Canada
000261,03222,new releases,2024-07-14,,USA
000262,02962,thriller series,2025-11-01,5,Canada
000263,08552,halloween movies,2025-12-02,,USA
000264,09240,classic movies,2024-08-09,7,Canada
000265,07623,travel documentaries,2025-10-31,3,USA
000266,08748,cooking shows,2025-07-07,1,USA
000267,00957,true crime,2025-01-05,8,USA
000268,01862,new releases,2024-02-28,,USA
000269,00856,family movies,2025-01-01,,USA
000270,02271,action movies,2024-11-30,,USA
000271,09924,horror movies,2025-11-03,1,USA
000272,04926,travel documentaries,2024-01-02,6,USA
000273,04455,music documentaries,2024-12-01,,Canada
000274,06540,animated shows,2025-09-28,,USA
000275,02864,korean drama,2025-06-05,,USA
000276,01642,new releases,2025-06-16,9,USA
000277,07654,classic movies,2024-08-22,,USA
000278,07222,halloween movies,2024-10-20,,USA
000279,08816,superhero movies,2025-03-20,,USA
000280,04848,comedy shows,2024-11-08,,USA
000281,08926,animated shows,2024-07-11,,USA
000282,04911,classic movies,2025-12-26,,USA
000283,08470,cooking shows,2024-09-12,,USA
000284,08972,comedy shows,2024-09-29,,USA
000285,06892,short episodes under 30 minutes,2024-05-28,,USA
000286,03621,true crime,2024-09-16,9,USA
000287,02218,family movies,2024-10-31,,USA
000288,02909,animated shows,2024-10-03,,USA
000289,03104,music documentaries,2024-10-20,7,Canada
000290,00135,travel documentaries,2024-05-06,,USA
000291,02597,music documentaries,2025-01-12,6,Canada
000292,09648,romantic comedies,2024-07-20,,USA
000293,04160,movies like stranger things,2025-08-08,,Canada
000294,03234,travel documentaries,2024-02-27,,Canada
000295,05137,halloween movies,2024-10-23,7,USA
000296,02571,family movies,2025-04-06,,USA
000297,07273,travel documentaries,2025-04-01,7,USA
000298,01698,animated shows,2025-05-23,9,USA
000299,03908,animated shows,2024-12-22,,USA
000300,00486,documentaries,2025-10-10,1,USA
000301,08132,thriller series,2024-03-23,3,USA
000302,00036,comedy shows,2024-11-02,5,USA
000303,01013,comedy shows,2025-06-20,,Canada
000304,06469,netflix originals,2025-09-19,9,USA
000305,04169,new releases,2025-11-03,,USA
000306,07858,true crime,2024-01-09,2,USA
000307,06468,horror movies,2025-02-14,7,USA
000308,00045,trending now,2025-03-28,,USA
000309,00265,stand up comedy,2024-07-16,,USA
000310,08714,family movies,2024-01-25,,Canada
000311,02293,war movies,2024-09-03,9,USA
000312,08793,cooking shows,2024-05-24,9,USA
000313,09123,stand up comedy,2025-02-06,7,USA
000314,06435,travel documentaries,2025-05-14,8,Canada
000315,02185,korean drama,2025-09-03,,USA
000316,00073,animated shows,2025-03-03,5,USA
000317,07365,true crime,2024-06-11,,Canada
000318,06041,war movies,2024-11-23,,USA
000319,02668,biographies,2024-09-11,,USA
000320,00516,biographies,2025-01-23,8,Canada
000321,05296,romantic comedies,2025-06-30,6,USA
000322,00767,comedy shows,2025-01-16,,USA
000323,01331,movies like stranger things,2025-05-11,,USA
000324,09839,comedy shows,2025-01-03,,USA
000325,09956,sci-fi,2024-08-29,,USA
000326,05818,stand up comedy,2025-08-03,9,Canada
000327,08387,netflix originals,2024-09-23,,USA
000328,02933,travel documentaries,2025-11-12,8,Canada
000329,00899,thriller series,2025-07-04,6,Canada
000330,09667,classic movies,2025-11-07,9,USA
000331,03451,series with only one season,2024-06-27,9,USA
000332,08018,christmas movies,2025-01-17,,Canada
000333,02247,family movies,2025-03-26,2,USA
000334,01296,biographies,2024-03-20,8,USA
000335,09315,drama series,2025-03-24,5,Canada
000336,02876,movies based on true stories,2025-06-15,,USA
000337,05908,romantic comedies,2024-05-23,7,USA
000338,02857,christmas movies,2024-11-17,,Canada
000339,01003,movies based on true stories,2025-04-08,2,Canada
000340,09972,true crime,2024-04-30,2,USA
000341,01507,sci-fi,2024-10-10,4,Canada
000342,07429,family movies,2025-05-15,10,USA
000343,07951,trending now,2025-04-19,,USA
000344,05238,biographies,2024-12-13,,USA
000345,06152,family movies,2025-06-24,10,USA
000346,07306,trending now,2024-08-22,,USA
000347,01376,horror movies,2024-07-04,,Canada
000348,08386,comedy shows,2025-07-08,8,USA
000349,07935,action movies,2024-01-31,4,Canada
000350,04898,action movies,2025-05-20,1,Canada
000351,09284,action movies,2025-04-13,1,USA
000352,08832,classic movies,2025-07-08,,Canada
000353,07889,true crime,2024-06-28,,Canada
000354,00397,christmas movies,2025-09-19,,USA
000355,03339,halloween movies,2024-11-27,,USA
000356,00448,korean drama,2024-12-10,,USA
000357,05704,halloween movies,2025-09-16,,USA
000358,07885,superhero movies,2024-03-26,7,USA
000359,06229,classic movies,2024-10-09,4,Canada
000360,03233,horror movies,2025-09-19,,Canada
000361,03886,family movies,2024-10-31,3,USA
000362,05982,award winning documentaries,2025-09-12,,USA
000363,08856,movies based on true stories,2024-12-29,2,USA
000364,04128,new releases,2024-03-28,,USA
000365,02217,travel documentaries,2024-08-18,4,USA
000366,06425,documentaries,2024-08-14,,USA
000367,01409,animated shows,2024-03-09,6,USA
000368,00528,animated shows,2024-03-22,9,Canada
000369,07684,new releases,2024-09-29,3,USA
000370,05747,superhero movies,2024-10-29,1,Canada
000371,00026,netflix originals,2024-12-08,,USA
000372,07185,christmas movies,2025-12-12,,USA
000373,00717,romantic comedies,2024-07-08,,Canada
000374,09097,stand up comedy,2025-06-08,,USA
000375,02904,war movies,2024-12-29,1,USA
000376,08288,award winning documentaries,2024-10-07,,Canada
000377,05886,stand up comedy,2024-12-08,5,USA
000378,09474,comedy shows,2024-08-21,,USA
000379,05758,animated shows,2025-09-13,,USA
000380,00687,romantic comedies,2025-09-20,,USA
000381,04101,thriller series,2024-08-25,10,Canada
000382,03653,romantic comedies,2025-04-27,6,USA
000383,07926,trending now,2024-07-03,8,USA
000384,07999,superhero movies,2025-06-09,,USA
000385,06315,christmas movies,2025-05-05,2,USA
000386,00584,trending now,2025-06-21,,USA
000387,02412,movies like stranger things,2025-07-11,,Canada
000388,05016,cooking shows,2024-01-20,9,USA
000389,09983,superhero movies,2025-08-31,,USA
000390,07182,true crime,2025-04-29,7,USA
000391,05765,music documentaries,2025-03-04,,USA
000392,08018,travel documentaries,2025-12-15,7,USA
000393,05677,christmas movies,2024-09-25,5,USA
000394,06069,series with only one season,2025-11-05,1,Canada
000395,03936,romantic comedies,2024-06-13,7,Canada
000396,06021,romantic comedies,2025-05-11,,Canada
000397,08681,biographies,2025-06-03,4,Canada
000398,02281,superhero movies,2024-09-15,,USA
000399,01386,drama series,2025-06-10,10,USA
000400,02974,movies based on true stories,2025-04-20,8,USA
000401,02969,classic movies,2024-02-16,,USA
000402,03311,korean drama,2025-07-16,9,Canada
000403,06017,action movies,2024-11-22,8,USA
000404,02979,war movies,2025-02-09,,USA
000405,06714,thriller series,2024-11-30,3,USA
000406,02799,true crime,2024-09-26,7,Canada
000407,07057,trending now,2024-05-05,,Canada
000408,09942,best movies 2024,2024-11-05,,USA
000409,09320,thriller series,2025-08-12,,USA
000410,06487,new releases,2025-11-13,4,USA
000411,03425,christmas movies,2025-10-05,3,USA
000412,05487,shows with strong female leads,2024-07-12,,Canada
000413,05805,horror movies,2025-09-02,,USA
000414,08071,war movies,2025-06-21,7,Canada
000415,04186,animated shows,2024-12-30,,USA
000416,03926,christmas movies,2025-03-11,,USA
000417,09627,music documentaries,2025-04-01,6,Canada
000418,04622,romantic comedies,2025-11-02,9,Canada
000419,08676,comedy shows,2025-08-19,1,Canada
000420,04644,action movies,2025-03-31,5,Canada
000421,07087,classic movies,2024-06-12,,USA
000422,04355,new releases,2025-10-13,5,Canada
000423,08944,true crime,2024-02-06,,USA
000424,00433,classic movies,2024-10-22,,USA
000425,04648,biographies,2025-12-17,10,USA
000426,01172,action movies,2025-12-26,3,USA
000427,09571,new releases,2024-02-12,,USA
000428,02335,halloween movies,2024-08-30,4,USA
000429,04366,action movies,2025-04-12,,USA
000430,05480,war movies,2025-05-20,,USA
000431,06328,animated shows,2024-07-27,,USA
000432,05754,superhero movies,2025-05-17,,USA
000433,08243,drama series,2025-03-21,6,USA
000434,07824,stand up comedy,2024-12-30,5,USA
000435,08138,short episodes under 30 minutes,2024-04-01,,USA
000436,03104,classic movies,2025-07-10,6,USA
000437,08744,halloween movies,2024-09-05,8,USA
000438,01187,stand up comedy,2025-07-20,9,Canada
000439,06979,horror movies,2024-02-10,5,USA
000440,03786,documentaries,2024-08-30,,USA
000441,08741,documentaries,2024-01-17,4,USA
000442,07364,romantic comedies,2025-07-17,,USA
000443,09775,true crime,2025-04-20,,USA
000444,03318,animated shows,2024-07-04,1,USA
000445,08094,stand up comedy,2025-07-19,,Canada
000446,00851,christmas movies,2025-05-30,7,USA
000447,04084,horror movies,2024-03-17,,USA
000448,08515,action movies,2025-05-04,6,Canada
000449,06110,comedy shows,2025-04-08,,USA
000450,08108,documentaries,2025-08-18,,USA
000451,01020,travel documentaries,2025-08-20,,USA
000452,06001,thriller series,2025-03-30,,Canada
000453,01985,shows with strong female leads,2025-02-26,10,USA
000454,03501,documentaries,2025-12-11,7,Canada
000455,00407,movies based on true stories,2024-02-17,3,Canada
000456,01918,classic movies,2025-05-09,,USA
000457,09608,classic movies,2025-09-25,1,USA
000458,00652,sci-fi,2025-04-08,7,Canada
000459,09225,horror movies,2024-10-17,9,USA
000460,01972,new releases,2024-03-27,,USA
000461,08051,drama series,2025-06-07,6,Canada
000462,06200,sci-fi,2025-07-13,,USA
000463,08659,new releases,2024-03-18,9,USA
000464,06872,sci-fi,2024-02-23,,Canada
000465,05713,drama series,2024-08-05,,Canada
000466,03576,movies based on true stories,2025-08-27,,USA
000467,09690,animated shows,2024-06-12,,Canada
000468,05159,netflix originals,2024-07-24,8,USA
000469,04125,war movies,2025-03-21,1,Canada
000470,08047,shows with strong female leads,2024-08-29,7,USA
000471,09334,animated shows,2024-04-05,10,USA
000472,06663,classic movies,2025-03-24,,USA
000473,06466,trending now,2025-02-14,,Canada
000474,06545,shows with strong female leads,2025-10-02,6,USA
000475,03570,korean drama,2024-07-19,,USA
000476,07185,classic movies,2024-04-05,7,USA
000477,00370,thriller series,2024-12-07,,USA
000478,04482,animated shows,2024-04-17,,USA
000479,09149,shows with strong female leads,2024-10-23,,USA
000480,07826,stand up comedy,2025-09-23,1,Canada
000481,06570,animated shows,2025-06-20,,Canada
000482,08656,series with only one season,2025-11-03,2,USA
000483,09972,biographies,2025-06-13,7,Canada
000484,02721,stand up comedy,2025-04-23,,USA
000485,05854,animated shows,2024-05-06,,USA
000486,06019,sci-fi,2024-10-06,4,USA
000487,07566,new releases,2024-04-06,7,Canada
000488,02804,horror movies,2025-10-09,3,USA
000489,04416,christmas movies,2025-03-25,,USA
000490,08083,biographies,2025-07-19,10,USA
000491,09576,horror movies,2024-12-20,,USA
000492,03804,comedy shows,2025-03-05,10,USA
000493,07907,sci-fi,2024-06-26,9,USA
000494,05080,christmas movies,2024-12-10,9,USA
000495,03406,award winning documentaries,2024-11-21,,Canada
000496,03031,netflix originals,2025-01-25,2,USA
000497,09755,cooking shows,2024-05-06,6,Canada
000498,09754,thriller series,2025-08-06,,USA
000499,09206,superhero movies,2025-06-28,3,USA
000500,07255,romantic comedies,2024-08-15,,USA
000501,02066,trending now,2025-06-02,9,USA
000502,03551,stand up comedy,2025-01-04,,USA
000503,02818,romantic comedies,2025-09-12,4,Canada
000504,08957,trending now,2025-12-13,9,USA
000505,08627,documentaries,2025-07-23,2,Canada
000506,00932,trending now,2025-09-29,,Canada
000507,06336,christmas movies,2025-01-20,6,Canada
000508,07753,best movies 2024,2024-02-21,,USA
000509,09876,superhero movies,2024-03-18,,USA
000510,09966,drama series,2024-10-25,6,USA
000511,00786,halloween movies,2024-07-03,2,Canada
000512,00254,drama series,2025-09-20,,USA
000513,09803,new releases,2025-05-31,,USA
000514,07375,christmas movies,2024-06-24,8,Canada
000515,07036,biographies,2025-02-04,,Canada
000516,04304,romantic comedies,2025-08-15,7,USA
000517,00460,classic movies,2024-04-29,,USA
000518,09078,superhero movies,2025-02-18,1,USA
000519,03080,netflix originals,2025-12-08,6,Canada
000520,00389,best movies 2024,2024-05-30,,USA
000521,06884,documentaries,2025-12-13,9,USA
000522,02466,travel documentaries,2024-06-10,,USA
000523,07296,family movies,2024-01-25,,USA
000524,01688,biographies,2024-07-05,10,USA
000525,07774,sci-fi,2025-08-12,6,USA
000526,01607,korean drama,2025-05-12,,Canada
000527,05793,cooking shows,2024-10-25,,Canada
000528,06255,war movies,2024-12-11,,Canada
000529,04414,christmas movies,2024-06-09,1,USA
000530,03743,netflix originals,2024-11-29,,USA
000531,03869,korean drama,2025-07-31,5,USA
000532,05847,trending now,2025-11-16,,USA
000533,01683,travel documentaries,2025-03-19,,USA
000534,06056,war movies,2025-10-28,,USA
000535,06689,romantic comedies,2024-08-30,5,USA
000536,04201,animated shows,2025-07-13,7,Canada
000537,07867,netflix originals,2024-04-11,,Canada
000538,08587,travel documentaries,2024-08-08,8,USA
000539,02696,true crime,2025-09-04,7,Canada
000540,08233,cooking shows,2025-08-16,,USA
000541,04081,family movies,2024-11-28,6,Canada
000542,09175,sci-fi,2025-04-17,2,USA
000543,01370,christmas movies,2025-09-18,2,USA
000544,05757,trending now,2025-01-09,,USA
000545,02118,superhero movies,2024-08-22,3,USA
000546,08704,music documentaries,2025-03-18,,USA
000547,01455,drama series,2024-10-26,6,Canada
000548,03596,christmas movies,2025-07-11,5,USA
000549,09460,trending now,2025-11-24,9,USA
000550,06487,short episodes under 30 minutes,2024-04-03,2,USA
000551,08131,family movies,2025-04-21,9,Canada
000552,03728,true crime,2024-01-17,,USA
000553,01873,stand up comedy,2025-08-07,7,USA
000554,07863,classic movies,2025-06-26,,USA
000555,02786,travel documentaries,2024-07-14,,USA
000556,07861,korean drama,2024-03-24,,Canada
000557,00454,horror movies,2025-07-14,2,USA
000558,08959,travel documentaries,2025-12-30,,USA
000559,06598,short episodes under 30 minutes,2024-01-16,,Canada
000560,01021,horror movies,2024-04-09,,Canada
000561,04023,romantic comedies,2024-03-04,,Canada
000562,01741,cooking shows,2025-03-29,,Canada
000563,04396,music documentaries,2025-06-13,1,USA
000564,09335,superhero movies,2025-08-19,1,USA
000565,06572,superhero movies,2025-10-29,,USA
000566,07871,travel documentaries,2024-06-12,,USA
000567,00681,romantic comedies,2025-04-26,,USA
000568,06562,true crime,2025-07-21,7,USA
000569,09566,action movies,2025-01-15,5,USA
000570,06714,comedy shows,2024-06-20,,USA
000571,03543,biographies,2025-04-30,,USA
000572,05253,classic movies,2024-10-01,,USA
000573,03280,horror movies,2024-09-25,7,Canada
000574,05018,christmas movies,2024-11-12,,Canada
000575,09128,war movies,2024-06-22,,USA
000576,04913,animated shows,2025-09-14,,USA
000577,01863,halloween movies,2025-04-14,6,Canada
000578,08601,superhero movies,2025-06-30,,Canada
000579,01107,biographies,2024-11-09,,USA
000580,07111,animated shows,2024-09-05,,USA
000581,02983,travel documentaries,2024-05-13,,Canada
000582,06091,documentaries,2024-09-30,,Canada
000583,05676,comedy shows,2025-02-05,5,USA
000584,02638,korean drama,2025-01-16,,Canada
000585,09074,movies like stranger things,2025-05-01,8,USA
000586,09765,drama series,2024-06-05,,Canada
000587,09019,netflix originals,2025-09-17,,USA
000588,08332,new releases,2025-06-03,,USA
000589,03546,stand up comedy,2024-05-30,,Canada
000590,08480,drama series,2025-01-21,7,Canada
000591,06736,biographies,2024-08-04,,USA
000592,02448,netflix originals,2025-02-24,,USA
000593,05188,comedy shows,2025-05-12,6,USA
000594,04520,cooking shows,2025-03-27,,USA
000595,00410,biographies,2025-02-26,9,Canada
000596,08102,music documentaries,2024-09-10,5,USA
000597,01202,movies like stranger things,2025-10-25,,USA
